benchmark,width,rob,rs,lsq,ifq,cdb,alu,mul,div,alu_lat,mul_lat,div_lat,mem_lat,fwd,pht,btb,ras,cycles,committed,fetched,issued,ipc,c_alu,c_mul,c_div,c_load,c_store,c_branch,branches,mispredicts,mispred_rate,flushes,squashed,mov,stall_rob,stall_rs,stall_lsq,stall_front,hit_cap
ilp_parallel,4,128,8,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,1546,3002,3038,3006,1.94179,2502,0,0,0,0,500,500,12,0.024,12,4,0,0,1460,0,15,0
ilp_parallel,4,128,12,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,1550,3002,3038,3006,1.93677,2502,0,0,0,0,500,500,12,0.024,12,4,0,0,1454,0,17,0
ilp_parallel,4,128,16,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,1554,3002,3038,3006,1.93179,2502,0,0,0,0,500,500,12,0.024,12,4,0,0,1448,0,19,0
ilp_parallel,4,128,24,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,1567,3002,3056,3024,1.91576,2502,0,0,0,0,500,503,12,0.0238569,12,22,0,66,1360,0,23,0
ilp_parallel,4,128,32,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,1582,3002,3038,3006,1.8976,2502,0,0,0,0,500,500,12,0.024,12,4,0,252,1035,0,27,0
ilp_parallel,4,128,48,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,1573,3002,3042,3014,1.90846,2502,0,0,0,0,500,502,12,0.0239044,12,12,0,444,640,0,33,0
ilp_parallel,4,128,64,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,1585,3002,3155,3123,1.89401,2502,0,0,0,0,500,500,12,0.024,12,121,0,512,545,0,39,0
mul_heavy,4,128,4,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,4894,2404,2437,2405,0.491214,404,1600,0,0,0,400,400,12,0.03,12,1,0,315,4370,0,12,0
mul_heavy,4,128,8,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,4903,2404,2437,2405,0.490312,404,1600,0,0,0,400,400,12,0.03,12,1,0,672,3957,0,13,0
mul_heavy,4,128,12,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,4844,2404,2437,2405,0.496284,404,1600,0,0,0,400,400,12,0.03,12,1,0,1069,3465,0,15,0
mul_heavy,4,128,16,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,4856,2404,2437,2405,0.495058,404,1600,0,0,0,400,400,12,0.03,12,1,0,1305,3176,0,16,0
mul_heavy,4,128,24,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,4889,2404,2440,2412,0.491716,404,1600,0,0,0,400,401,12,0.0299252,12,8,0,2027,2490,0,18,0
mul_heavy,4,128,32,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,4874,2404,2439,2407,0.493229,404,1600,0,0,0,400,400,12,0.03,12,3,0,2495,1917,0,21,0
mul_heavy,4,128,48,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,4864,2404,2428,2413,0.494243,404,1600,0,0,0,400,401,12,0.0299252,12,9,0,3234,1043,0,25,0
mul_heavy,4,128,64,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,4890,2404,2438,2406,0.491616,404,1600,0,0,0,400,400,12,0.03,12,2,0,3901,397,0,30,0
div_heavy,4,128,4,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,6056,1004,1037,1005,0.165786,204,0,600,0,0,200,200,12,0.06,12,1,0,283,5347,0,13,0
div_heavy,4,128,8,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,6084,1004,1037,1005,0.165023,204,0,600,0,0,200,200,12,0.06,12,1,0,841,4741,0,14,0
div_heavy,4,128,12,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,6073,1004,1037,1005,0.165322,204,0,600,0,0,200,200,12,0.06,12,1,0,1257,4265,0,16,0
div_heavy,4,128,16,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,6054,1004,1037,1005,0.165841,204,0,600,0,0,200,200,12,0.06,12,1,0,1702,3759,0,17,0
div_heavy,4,128,24,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,6078,1004,1037,1005,0.165186,204,0,600,0,0,200,200,12,0.06,12,1,0,2269,3096,0,20,0
div_heavy,4,128,32,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,6067,1004,1028,1012,0.165485,204,0,600,0,0,200,201,12,0.0597015,12,8,0,3082,2231,0,23,0
div_heavy,4,128,48,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,6058,1004,1037,1005,0.165731,204,0,600,0,0,200,200,12,0.06,12,1,0,3733,1323,0,29,0
div_heavy,4,128,64,64,32,4,2,1,1,1,3,10,5,1,1024,256,16,6071,1004,1036,1004,0.165376,204,0,600,0,0,200,200,12,0.06,12,0,0,5059,424,0,50,0
